term,frequency
says,1.1067230999161468
forget,1.0975715651829594
sorry,1.095402490176017
remember,1.0901399988775506
say,1.0875092461902849
french,1.0745756190207192
fuck,1.0706873738742613
guys,1.0621969703606593
continues,1.0505201902692067
sleep,1.0483625200499953
every,1.0462354065770805
lil,1.0380104649438162
someone,1.0320615792227041
exists,1.031338482420142
live,1.0239571075485059
hair,1.0225749704955511
ewe,1.0201473923484428
wish,1.016662305691876
dumbass,1.0154484150533327
shiny,1.005183073169869
fluffypokemon,1.0043403349976674
eldegoss,1.0043403349976674
sick,1.0013735976862306
slapped,1.0013735976862306
wordsnevertrustwooloo,1.0
staers,0.9930514791291352
harmundo,0.98911203285629
grace,0.98911203285629
crocheted,0.98911203285629
mh,0.98911203285629
draws,0.98911203285629
suppos,0.98911203285629
son,0.98911203285629
message,0.98911203285629
michelle,0.98911203285629
gtgtgtgtgtgtgtgtgt,0.98911203285629
tho,0.98911203285629
xd,0.979928877716474
penwooloo,0.9746678785726735
gijinka,0.9737243873314365
babey,0.9648115105465068
animation,0.9628273150427397
houndoom,0.9590265254541974
gen,0.9550251104127597
finished,0.9389897845408237
break,0.9360808646801984
tablet,0.9360808646801984
speed,0.9360808646801984
colors,0.9297416110587586
anila,0.9294868824837927
style,0.9206556143018079
mean,0.9104327501063572
price,0.9041143415951104
shown,0.9041143415951104
pic,0.9037183679432742
butpokmon,0.9009773492590201
fan,0.9009773492590201
nintendoswitch,0.9009773492590201
bit,0.8995856881838501
spirit,0.892834782518672
herd,0.8927491119535258
bet,0.8899394285102922
youd,0.8890249215187797
flags,0.8890249215187797
tried,0.8890249215187797
coming,0.884233192687396
officer,0.884233192687396
run,0.8833367108581773
mine,0.8809263096083901
another,0.8725905943271275
holy,0.8705937953837678
ohi,0.8664416384834145
doodles,0.8586331665640142
class,0.8586331665640142
feat,0.8586331665640142
izayoi,0.8586331665640142
sakuya,0.8586331665640142
kutaka,0.8586331665640142
niwatari,0.8586331665640142
touhou,0.8586331665640142
share,0.8586331665640142
mad,0.8579892886466418
beep,0.8576858764531827
pokemongo,0.8511999125642102
lillie,0.8501910126291846
right,0.8460658295086172
guy,0.8379790371459876
lmao,0.8349490851057286
spread,0.8320957240019955
mascot,0.8307218583592989
secondary,0.8307218583592989
wouldnt,0.8307218583592989
thank,0.8304024313486591
cursors,0.8276102664786334
loli,0.8276102664786334
customizing,0.8276102664786334
quorice,0.8276102664786334
ur,0.8229453871978842
play,0.8200265207351896
agree,0.8158051986006762
watercolor,0.8131067055078001
definitely,0.8103989906147809
already,0.8072987375701712
painting,0.806108898438046
dprinted,0.806108898438046
favourites,0.8060309517473203
fathersday,0.8060122614597925
laying,0.8059588776817472
catgirls,0.8024201806267337
real,0.8024201806267337
official,0.8002887889585897
awork,0.8002887889585897
twitch,0.7998391992392463
town,0.7937598343693993
bac,0.7911179465550042
loves,0.7911179465550042
woloogang,0.7911179465550042
impoantly,0.7911179465550042
attac,0.7911179465550042
looswooloo,0.7896687127295354
basically,0.7892293550477958
moumouton,0.7869981490962473
litterally,0.7869981490962473
call,0.7869981490962473
sheesheep,0.7869981490962473
escapeheres,0.7831640138792083
sunshine,0.7831640138792083
pls,0.7831640138792083
crack,0.7813662512910489
parsnips,0.7813662512910489
pun,0.7813662512910489
evaded,0.7813662512910489
ok,0.7788077610296241
great,0.7782851289091093
ohh,0.778230556895381
piece,0.778230556895381
read,0.778230556895381
senpai,0.778230556895381
mareepgtwooloochange,0.7778714862794534
warned,0.7722101540288138
lonely,0.7703696600170588
stole,0.7692389687625433
effo,0.7672822677183292
driving,0.7667249646964903
months,0.765291039262302
gijinkagijinka,0.7635808054673495
step,0.7632933976703056
sculpture,0.7631794031686475
sculpted,0.7631794031686475
grass,0.7631794031686475
expected,0.7631794031686475
theyre,0.7604887599446404
killed,0.758320650107039
mystuff,0.7579219979057076
never,0.7550119886029801
bad,0.7523455936302358
game,0.7516963821610525
bean,0.7468700327415183
seen,0.7428610905798398
arent,0.73890075952293
lives,0.7373620080183992
wtf,0.7373620080183992
rise,0.7373620080183992
maw,0.7365823827630336
brain,0.7326646132927312
bunch,0.7275741101483909
catching,0.7240131863197805
elf,0.7230242440293404
pixela,0.7222739200264092
kind,0.7189139950283954
timeeee,0.7170403586998415
direct,0.7170403586998415
meaning,0.7170403586998415
feud,0.7170403586998415
saw,0.7161467893452848
turned,0.7118821239827786
arcanine,0.7116723679924464
told,0.7081079521858749
cosplaywip,0.7054802598517513
change,0.7052944630581928
grimswolf,0.704477126152109
possible,0.7032256972316525
evolutions,0.7032256972316525
ontwitch,0.7032256972316525
pyramid,0.7032256972316525
ub,0.7032256972316525
undeniably,0.7032256972316525
pikachu,0.7031257480625879
instagram,0.7029419316218475
line,0.7027267382132825
mori,0.6955789737854934
nothing,0.6902831244535579
rollingwooloo,0.6878756104889341
curly,0.6871990039019842
peace,0.6871990039019842
gentle,0.6871990039019842
breeze,0.6871990039019842
eldegloss,0.6871990039019842
airshes,0.6871990039019842
rather,0.6871968843538889
decide,0.6824368686917183
sad,0.679729119600504
hiyodayo,0.6787715058577696
aist,0.6770848662417536
aists,0.6764613506861308
letting,0.6764613506861308
trick,0.6764613506861308
deviant,0.6764613506861308
ych,0.6758915277313087
giving,0.6749475810595656
makes,0.6737318249388322
trend,0.6725631890420026
woolooa,0.6725631890420026
meanwhile,0.6715857711996529
trash,0.6713995783639797
aware,0.671177501348875
koffing,0.6709609298737405
shear,0.6700098309571465
banner,0.6684801507771347
whispers,0.6663197150271091
sobblepokemonpokemonswordshield,0.6649411772098356
super,0.6619330461884133
rowlet,0.6608974509775705
doesnt,0.660782083350413
wants,0.6596639595825458
shuckle,0.65642853235147
word,0.6543618283640811
variant,0.65419657037618
feraligatr,0.6524513897353702
caoony,0.6496753775319961
halfcat,0.6496753775319961
genre,0.6496753775319961
knew,0.6496753775319961
whole,0.6496753775319961
girlsheep,0.6496753775319961
eerily,0.6496753775319961
eroticised,0.6496753775319961
sweaters,0.649470395049131
forward,0.6439674605870167
photo,0.6436422055621402
nationaldex,0.6428819238193371
evidence,0.6428791851460377
babypokemon,0.6425693399022973
hate,0.6410000764378032
beginnings,0.6380269444538575
corgis,0.6380269444538575
herding,0.6380269444538575
cuteheres,0.6371751807457767
things,0.636370264732577
woolo,0.6355433335464521
cry,0.6352979376468924
mayol,0.6352650552727507
sylveon,0.6324357985190758
days,0.6323147222371615
wolf,0.6300043381926249
clothing,0.6300043381926249
add,0.627254764871851
forgot,0.627254764871851
left,0.6270319587037317
gorgeous,0.6263895188742808
mega,0.6256692065528884
uses,0.6243209529347038
ht,0.6237719449662754
khan,0.6237719449662754
vulpix,0.6235593146256224
sprite,0.6234659428270413
al,0.6230795709738468
floof,0.6221571921576365
actual,0.6220486647952945
way,0.6209161218252512
riot,0.620673367100845
design,0.6176504298200836
person,0.6114407238006613
whats,0.6114407238006613
buff,0.6080130457387536
pol,0.6080130457387536
zorbing,0.6080130457387536
inside,0.6080130457387536
nuzzles,0.6075790096327595
happily,0.6075790096327595
streamed,0.6060406616801469
tonight,0.6060406616801469
finish,0.6060406616801469
child,0.6060406616801469
light,0.6060406616801469
ready,0.6060406616801469
crash,0.6060406616801469
evos,0.605424137121787
pronunciation,0.60403299314745
welsh,0.60403299314745
fanas,0.6024231912961304
apament,0.6000803377737532
three,0.5977801551944778
corgi,0.5962909466406244
uhm,0.5885788630246392
buttelf,0.5859176103283611
confused,0.5859176103283611
friendly,0.5856515201451894
round,0.5856515201451894
persona,0.5846768456559881
likes,0.5819312787030823
wall,0.5785061305631725
bulbasaurcroconawskittydarkraihydreigonhawluchatie,0.5773502691896257
ribombeewooloo,0.5773502691896257
incineroar,0.5773502691896257
wooloopokemonswordshield,0.5773502691896257
bouncy,0.5773502691896257
proposal,0.5773502691896257
brought,0.5752318699354931
gift,0.5752318699354931
accept,0.5752318699354931
starbound,0.5728750915218215
urchin,0.5728750915218215
come,0.5676086601928106
alone,0.5651577095641941
allura,0.5639541985928528
ki,0.5639541985928528
tag,0.5548003126800594
fight,0.5511454621650246
uwu,0.5511454621650246
commissionspokemonswordshield,0.5502190657827432
wind,0.5502190657827432
cutiepokemonswordshield,0.5475560481199226
neet,0.5475560481199226
bc,0.542611072910207
heck,0.5415640715957227
amazing,0.5279014442502272
pokemonswordsheild,0.5260809780325413
ehm,0.5255313929159184
worry,0.5252258672234319
belive,0.5252258672234319
theres,0.5188175034008634
mistakes,0.5188175034008634
always,0.5188175034008634
running,0.5173139123441942
mrlemur,0.5173139123441942
fingers,0.5165410428153321
replaced,0.5140530181211824
boy,0.5140530181211824
may,0.5140530181211824
sheepmon,0.5140530181211824
white,0.5140530181211824
bazookaand,0.5140530181211824
pfp,0.513118066254492
picture,0.5127408996244451
shitshow,0.5127408996244451
video,0.5127408996244451
serebii,0.5127408996244451
heavenly,0.5100629971455873
pokemonswordproblems,0.5055337251294025
woods,0.5055337251294025
path,0.5055337251294025
proves,0.5041884687598456
internet,0.5041884687598456
soraka,0.5039871382882466
song,0.4989821885441661
loo,0.4989821885441661
woo,0.4989821885441661
shall,0.49597975746252115
last,0.49597975746252115
woh,0.49597975746252115
sonia,0.4954593641502445
eyebrows,0.49186593027437053
cat,0.49186593027437053
army,0.49120237190473126
plutia,0.49120237190473126
lowkey,0.4886145560163134
irl,0.4881472241852635
spawns,0.4881472241852635
together,0.48499971720993784
company,0.48309348102265287
comics,0.48223211101991886
stopped,0.4812559048073124
lmaocouldve,0.4812559048073124
enough,0.4812559048073124
curious,0.4806706426510277
excited,0.47955111243763354
ae,0.47955111243763354
types,0.46741960392947507
bbys,0.46741960392947507
crochet,0.4668080844979807
ahhhhhmysterious,0.4660674309716129
box,0.4660674309716129
bewooloo,0.4660674309716129
scale,0.4660674309716129
allergies,0.46593690464642984
kill,0.46593690464642984
gills,0.46593690464642984
anthros,0.46570521866714215
littlebopeepstyle,0.46570521866714215
yup,0.4605323210037039
animations,0.4605323210037039
fuckpeta,0.45834071832682294
thinking,0.45834071832682294
sooo,0.45804816827897676
dawwww,0.45804816827897676
pretty,0.45771281241318906
apearing,0.45771281241318906
chance,0.45771281241318906
loudthis,0.4545581039859917
impoant,0.4545581039859917
todays,0.4535439949470025
pixeldailies,0.4535439949470025
dailies,0.4535439949470025
pokemonfana,0.45178131526309595
shame,0.44986355861590416
claiming,0.44986355861590416
begin,0.4462268823697412
uprising,0.4462268823697412
let,0.4462268823697412
robot,0.4462268823697412
awsome,0.4462268823697412
return,0.4452457619374729
pokemons,0.4452457619374729
roots,0.4452457619374729
fantastic,0.4452457619374729
depends,0.44435671573013763
seis,0.43927191703573926
breaky,0.43927191703573926
naming,0.43927191703573926
tee,0.43691834376706834
voting,0.43691834376706834
designed,0.43691834376706834
morning,0.43691834376706834
ultimate,0.4368583884470487
wooloothats,0.4368583884470487
mess,0.4368583884470487
wooyou,0.43626735395806765
jokes,0.43626735395806765
spammed,0.43626735395806765
route,0.4345756621636131
wig,0.4345756621636131
obvious,0.4345756621636131
iron,0.4328620167744392
flats,0.4328620167744392
squeezin,0.4328620167744392
wheres,0.4319929366883186
anymore,0.4319929366883186
eeveeeevee,0.42884293822659136
fuel,0.4270501532807074
validation,0.4270501532807074
xdpokemonswordshield,0.4238523389769398
yamperalso,0.4238523389769398
gajinkas,0.4238523389769398
cca,0.4238523389769398
announced,0.4235892184932423
touched,0.42108490252112707
ham,0.4197732614669786
aint,0.4197732614669786
went,0.4197732614669786
nessa,0.4197732614669786
blog,0.4177555410666451
uploading,0.4177555410666451
yesterday,0.4177555410666451
stuff,0.4177555410666451
scrolling,0.41537801665053553
wishing,0.41537801665053553
kawaii,0.41373178430733637
animals,0.41226706740447283
reccomend,0.41226706740447283
special,0.41226706740447283
accounts,0.41226706740447283
poks,0.41124384151012555
rn,0.41124384151012555
humans,0.41124384151012555
preoccupied,0.41124384151012555
mostly,0.41124384151012555
wales,0.4096866727835731
fans,0.4096866727835731
version,0.4072003404205271
hello,0.4072003404205271
outer,0.4061241757298978
eyes,0.4061241757298978
ring,0.4061241757298978
yellow,0.4061241757298978
appreciated,0.405134514547193
sharing,0.405134514547193
icons,0.405134514547193
stuffnakoo,0.4050743286322237
lingerie,0.4050743286322237
caved,0.4050743286322237
aa,0.4036213977861919
reveal,0.4036213977861919
sketches,0.4036213977861919
father,0.4030061307298963
sinister,0.4024280193633269
plot,0.4024280193633269
sneak,0.4024280193633269
aicles,0.4024280193633269
watch,0.4022640119738855
demon,0.4022640119738855
turn,0.4022640119738855
evo,0.4022640119738855
pc,0.40020888590666537
stardew,0.40020888590666537
mod,0.40020888590666537
raise,0.40020888590666537
le,0.39911824456955786
images,0.39785248430668035
amount,0.39785248430668035
sho,0.39785248430668035
haired,0.39785248430668035
high,0.39785248430668035
np,0.39780954264558316
cas,0.39780954264558316
territory,0.39780954264558316
noi,0.39780954264558316
puns,0.3954206556748021
visualize,0.3954206556748021
week,0.3945232158694773
fluffs,0.3945232158694773
ahaha,0.3945232158694773
weak,0.39415716074224005
crap,0.39415716074224005
pastel,0.39415716074224005
lounge,0.39196803643384853
wool,0.39196803643384853
comfy,0.39196803643384853
wear,0.39196803643384853
everythin,0.3916991821516033
difficult,0.39161640550354687
lolitagreen,0.39161640550354687
country,0.39161640550354687
chespin,0.38863801148959853
mincinno,0.38863801148959853
lucario,0.38863801148959853
swampe,0.38863801148959853
everyon,0.38825157947590067
credit,0.38785803024625604
wallpapers,0.38785803024625604
opening,0.38759853302151087
keychains,0.38759853302151087
ever,0.38759853302151087
interested,0.38759853302151087
preorders,0.38759853302151087
ascended,0.38670341715930545
rule,0.38670341715930545
lumpy,0.38670341715930545
gets,0.38670341715930545
eevee,0.38415590540516587
wasnt,0.38199237079316
complaining,0.38199237079316
brother,0.38199237079316
attempting,0.38199237079316
swear,0.3811640430915828
become,0.3811640430915828
sheepinwolfsclothing,0.3811640430915828
mcfreakin,0.3811640430915828
woowoo,0.38086564938777856
twittersearching,0.38086564938777856
encountering,0.38086564938777856
alive,0.3804598330935075
franchise,0.3804598330935075
breathed,0.3804598330935075
wiseman,0.3804598330935075
reminds,0.37937723205529666
later,0.37937723205529666
oned,0.37937723205529666
man,0.37914834864067365
guapa,0.37914834864067365
se,0.37914834864067365
evolutionary,0.37887930521710617
cool,0.37887930521710617
replace,0.37887930521710617
ss,0.3777669531625694
called,0.3777669531625694
episode,0.3777669531625694
bye,0.3771480608951017
aziraphale,0.3771480608951017
fuckin,0.3771480608951017
none,0.3767695658418851
accurate,0.3767695658418851
cedeno,0.3767695658418851
spyder,0.3767695658418851
sunce,0.3753662928139573
af,0.3753662928139573
gone,0.3753662928139573
unless,0.3753662928139573
detectivepikachu,0.37081955378001524
bring,0.37081955378001524
sta,0.37081955378001524
vr,0.3701385184961526
gamesor,0.3701385184961526
youre,0.3701385184961526
giveawayill,0.36937584275701785
vinyl,0.36937584275701785
stickerall,0.36937584275701785
ship,0.36937584275701785
worldwid,0.36937584275701785
procreate,0.3682752084166149
ipad,0.3682752084166149
digitala,0.3682752084166149
fakemon,0.36768952852401976
fanar,0.36768952852401976
universe,0.36768952852401976
alternative,0.36768952852401976
spyro,0.36768952852401976
spyroreignitedtrilogy,0.36768952852401976
bandwagon,0.3672410323670722
wrong,0.3672410323670722
nojust,0.36568667105491937
pa,0.36568667105491937
worst,0.36568667105491937
poor,0.36568667105491937
noyouve,0.36568667105491937
crossed,0.36568667105491937
training,0.36546421278037927
nsfwa,0.36546421278037927
nsfwdoodle,0.36546421278037927
nsfw,0.36546421278037927
soniapokemon,0.36546421278037927
buizel,0.36540620320384565
excadrill,0.36540620320384565
salamance,0.36540620320384565
noivern,0.36540620320384565
poo,0.3632569245218485
ninetalesdragonitelapras,0.3632569245218485
redbubble,0.3627049230180957
fixing,0.3627049230180957
small,0.3627049230180957
process,0.3627049230180957
issue,0.3627049230180957
apologies,0.3627049230180957
hating,0.3605614931772868
sake,0.3605614931772868
gods,0.3605614931772868
braids,0.3605614931772868
specially,0.3605614931772868
designs,0.3605614931772868
fixed,0.35981115550224696
reupload,0.35981115550224696
giant,0.35981115550224696
bits,0.35981115550224696
vi,0.3590747481402076
nobody,0.3590747481402076
nowadays,0.3590747481402076
existence,0.3590747481402076
premade,0.35884580354873863
emotes,0.35884580354873863
sale,0.35884580354873863
resizes,0.35884580354873863
charjabug,0.35848179727900115
galvantula,0.35848179727900115
luxray,0.35848179727900115
ludicolo,0.35848179727900115
omastar,0.35848179727900115
easy,0.35848179727900115
noticing,0.35797298099079894
slowly,0.35797298099079894
screeching,0.35797298099079894
freakish,0.35797298099079894
stirred,0.35797298099079894
sai,0.35797298099079894
mechanically,0.3576655142463766
aesthetically,0.3576655142463766
concept,0.3576655142463766
stupid,0.3576655142463766
fucking,0.3576655142463766
righttheyre,0.3576655142463766
competitivly,0.3576655142463766
tuwig,0.35599201038973904
staraptor,0.35599201038973904
palpitoad,0.35599201038973904
roselia,0.35599201038973904
camerupt,0.35599201038973904
piplup,0.35599201038973904
wooper,0.35599201038973904
spam,0.35595143564902165
proceeds,0.35595143564902165
sheepme,0.35595143564902165
count,0.35595143564902165
pics,0.35595143564902165
low,0.35491687157769686
shitpost,0.35491687157769686
smogo,0.35491687157769686
smogogo,0.35491687157769686
weezing,0.35491687157769686
sink,0.35464880584222336
drawings,0.35464880584222336
wanna,0.35464880584222336
big,0.35464880584222336
ol,0.35464880584222336
hug,0.35464880584222336
confirmed,0.3544603954503329
playing,0.3544603954503329
though,0.3544603954503329
pokem,0.3544603954503329
looking,0.3544603954503329
max,0.35322931678708364
bedroom,0.35322931678708364
abt,0.35322931678708364
revealed,0.35313718034915653
moments,0.35313718034915653
zacia,0.35313718034915653
weavile,0.35306524436498904
bisharp,0.35306524436498904
talonflame,0.35306524436498904
torracat,0.35306524436498904
course,0.35306524436498904
absol,0.35306524436498904
skarmory,0.35306524436498904
dugtrio,0.35306524436498904
soooooo,0.35293545771860785
died,0.35293545771860785
future,0.35293545771860785
suffer,0.3520635996253081
worse,0.3520635996253081
sitting,0.3520529041549587
woloo,0.3520529041549587
loosing,0.3520529041549587
sht,0.3520529041549587
waiting,0.3520529041549587
pet,0.3520529041549587
thiiis,0.35072091457310894
bihday,0.35072091457310894
present,0.35072091457310894
closer,0.35072091457310894
prideand,0.35072091457310894
dash,0.35072091457310894
progresssign,0.34652682990619654
uploaded,0.34652682990619654
set,0.34652682990619654
patreon,0.34652682990619654
weekend,0.34652682990619654
complete,0.34652682990619654
money,0.3457570492997126
waiter,0.3457570492997126
instead,0.3457570492997126
recipt,0.3457570492997126
iraq,0.3457570492997126
writing,0.3457570492997126
starry,0.3453762397566679
eyed,0.3453762397566679
itd,0.3453762397566679
finally,0.34439462671303817
skeleton,0.34439462671303817
liking,0.34439462671303817
intended,0.34439462671303817
took,0.34439462671303817
longer,0.34439462671303817
stayed,0.34388139683317814
